company_id,type,rule_id,text,confidence_pct
ICICIBANK,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
ICICIBANK,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
ICICIBANK,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
ICICIBANK,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
ICICIBANK,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,72
ICICIBANK,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
ICICIBANK,con,6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,85
ICICIBANK,con,11,Net debt exceeding 3 times FCF is a high leverage ratio and limits financial flexibility,72
ICICIGI,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,76
ICICIGI,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
ICICIGI,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
ICICIGI,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
ICICIGI,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
ICICIGI,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,72
ICICIGI,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
ICICIPRULI,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67
ICICIPRULI,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
ICICIPRULI,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
ICICIPRULI,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
ICICIPRULI,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,72
ICICIPRULI,con,0,Insufficient historical data to identify specific risk factors at this time,60
INDIGO,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,73
INDIGO,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
INDIGO,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73
INDIGO,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
INDIGO,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
INDIGO,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
INDIGO,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
INDIGO,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
INDIGO,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
INDIGO,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
INDUSINDBK,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65
INDUSINDBK,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,78
INDUSINDBK,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,69
INDUSINDBK,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,65
INDUSINDBK,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
INDUSINDBK,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
INDUSINDBK,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,72
INDUSINDBK,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
INFY,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
INFY,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,76
INFY,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
INFY,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
INFY,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
IOC,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65
IOC,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
IOC,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
IOC,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
IOC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
IOC,con,0,Insufficient historical data to identify specific risk factors at this time,60
IRCTC,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,70
IRCTC,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
IRCTC,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69
IRCTC,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,74
IRCTC,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,83
IRCTC,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
IRCTC,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
IRCTC,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,91
IRCTC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
IRCTC,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,72
IRCTC,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
IRFC,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73
IRFC,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
IRFC,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,71
IRFC,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
IRFC,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
IRFC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
IRFC,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,72
IRFC,con,6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,85
IRFC,con,11,Net debt exceeding 3 times FCF is a high leverage ratio and limits financial flexibility,72
ITC,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
ITC,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,91
ITC,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
ITC,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,77
ITC,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
ITC,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
ITC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
ITC,con,0,Insufficient historical data to identify specific risk factors at this time,60
JINDALSTEL,pro,0,Company is part of Nifty 100 index reflecting established market position,60
JINDALSTEL,con,12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,68
JIOFIN,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
JIOFIN,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
JIOFIN,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
JIOFIN,con,0,Insufficient historical data to identify specific risk factors at this time,60
JSWENERGY,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
JSWENERGY,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65
JSWENERGY,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
JSWENERGY,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
JSWENERGY,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72
JSWENERGY,con,12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,68
JSWSTEEL,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65
JSWSTEEL,con,0,Insufficient historical data to identify specific risk factors at this time,60
KOTAKBANK,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
KOTAKBANK,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65
KOTAKBANK,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
KOTAKBANK,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73
KOTAKBANK,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
KOTAKBANK,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
KOTAKBANK,con,6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,85
KOTAKBANK,con,11,Net debt exceeding 3 times FCF is a high leverage ratio and limits financial flexibility,72
LICI,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
LICI,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,73
LICI,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
LICI,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
LICI,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
LICI,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
LICI,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
LICI,con,0,Insufficient historical data to identify specific risk factors at this time,60
LODHA,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,65
LODHA,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,72
LODHA,con,5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80
LT,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
LT,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
LT,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
LT,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
LT,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72
LTIM,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
LTIM,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,91
LTIM,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,95
LTIM,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,73
LTIM,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
LTIM,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
LTIM,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
LTIM,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72
M&M,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,67
M&M,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
M&M,con,0,Insufficient historical data to identify specific risk factors at this time,60
MARUTI,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
MARUTI,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
MARUTI,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
MARUTI,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
MARUTI,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
MARUTI,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
MARUTI,con,0,Insufficient historical data to identify specific risk factors at this time,60
MOTHERSON,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,76
MOTHERSON,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
MOTHERSON,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
MOTHERSON,con,11,Net debt exceeding 3 times FCF is a high leverage ratio and limits financial flexibility,72
NAUKRI,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
NAUKRI,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69
NAUKRI,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,68
NAUKRI,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
NAUKRI,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72
NAUKRI,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
NESTLEIND,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
NESTLEIND,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,91
NESTLEIND,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
NESTLEIND,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
NESTLEIND,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,65
NESTLEIND,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
NESTLEIND,con,0,Insufficient historical data to identify specific risk factors at this time,60
NHPC,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,91
NHPC,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,89
NHPC,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
NHPC,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
NHPC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
NHPC,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72
NHPC,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
NHPC,con,11,Net debt exceeding 3 times FCF is a high leverage ratio and limits financial flexibility,72
NHPC,con,12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,68
NTPC,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,68
NTPC,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
NTPC,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,72
NTPC,con,11,Net debt exceeding 3 times FCF is a high leverage ratio and limits financial flexibility,72
ONGC,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,73
ONGC,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
ONGC,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
ONGC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
ONGC,con,0,Insufficient historical data to identify specific risk factors at this time,60
PFC,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75
PFC,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,76
PFC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
PFC,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,72
PFC,con,6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,85
PIDILITIND,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
PIDILITIND,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
PIDILITIND,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
PIDILITIND,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
PIDILITIND,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,72
PIDILITIND,con,0,Insufficient historical data to identify specific risk factors at this time,60
PNB,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75
PNB,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65
PNB,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,72
PNB,con,0,Insufficient historical data to identify specific risk factors at this time,60
POWERGRID,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,73
POWERGRID,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
POWERGRID,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
POWERGRID,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
POWERGRID,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,72
POWERGRID,con,11,Net debt exceeding 3 times FCF is a high leverage ratio and limits financial flexibility,72
RECLTD,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
RECLTD,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73
RECLTD,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
RECLTD,con,2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85
RELIANCE,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
RELIANCE,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
RELIANCE,con,11,Net debt exceeding 3 times FCF is a high leverage ratio and limits financial flexibility,72
SBILIFE,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
SBILIFE,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,83
SBILIFE,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SBILIFE,con,0,Insufficient historical data to identify specific risk factors at this time,60
SBIN,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
SBIN,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
SBIN,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
SBIN,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SBIN,con,6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,85
SHREECEM,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
SHREECEM,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SHREECEM,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
SHREECEM,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SHREECEM,con,0,Insufficient historical data to identify specific risk factors at this time,60
SHRIRAMFIN,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
SHRIRAMFIN,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,68
SHRIRAMFIN,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,71
SHRIRAMFIN,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
SHRIRAMFIN,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SHRIRAMFIN,con,2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,100
SHRIRAMFIN,con,6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,85
SIEMENS,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
SIEMENS,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SIEMENS,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
SIEMENS,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73
SIEMENS,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
SIEMENS,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SIEMENS,con,0,Insufficient historical data to identify specific risk factors at this time,60
SUNPHARMA,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
SUNPHARMA,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,66
SUNPHARMA,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,73
SUNPHARMA,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SUNPHARMA,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
SUNPHARMA,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,93
SUNPHARMA,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SUNPHARMA,con,0,Insufficient historical data to identify specific risk factors at this time,60
TATACONSUM,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,91
TATACONSUM,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65
TATACONSUM,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,67
TATACONSUM,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TATACONSUM,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
TATACONSUM,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TATACONSUM,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72
TATACONSUM,con,11,Net debt exceeding 3 times FCF is a high leverage ratio and limits financial flexibility,72
TATAMOTORS,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
TATAMOTORS,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TATAMOTORS,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,72
TATAMOTORS,con,0,Insufficient historical data to identify specific risk factors at this time,60
TATAPOWER,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65
TATAPOWER,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
TATAPOWER,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,72
TATAPOWER,con,11,Net debt exceeding 3 times FCF is a high leverage ratio and limits financial flexibility,72
TATASTEEL,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,70
TATASTEEL,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
TATASTEEL,con,4,Company reported a net loss in the most recent financial year,90
TATASTEEL,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72
TATASTEEL,con,9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
TATASTEEL,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
TATASTEEL,con,11,Net debt exceeding 3 times FCF is a high leverage ratio and limits financial flexibility,72
TCS,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
TCS,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,91
TCS,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
TCS,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,66
TCS,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TCS,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
TCS,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TCS,con,0,Insufficient historical data to identify specific risk factors at this time,60
TECHM,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,91
TECHM,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
TECHM,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TECHM,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
TECHM,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
TECHM,con,9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
TITAN,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,70
TITAN,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75
TITAN,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65
TITAN,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
TITAN,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73
TITAN,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TITAN,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,72
TITAN,con,11,Net debt exceeding 3 times FCF is a high leverage ratio and limits financial flexibility,72
TORNTPHARM,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,73
TORNTPHARM,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,71
TORNTPHARM,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
TORNTPHARM,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
TORNTPHARM,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,95
TORNTPHARM,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TORNTPHARM,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TORNTPHARM,con,0,Insufficient historical data to identify specific risk factors at this time,60
TRENT,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100
TRENT,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
TRENT,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,70
TRENT,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
TRENT,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TRENT,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TRENT,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,72
TRENT,con,0,Insufficient historical data to identify specific risk factors at this time,60
TVSMOTOR,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73
TVSMOTOR,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TVSMOTOR,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TVSMOTOR,con,1,Debt-to-equity ratio of 3.8 is elevated for a non-financial company and warrants monitoring,74
TVSMOTOR,con,2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,65
